concept_id,exam,dataset,varname,n_total,n_issues,examples,issue
HIP_REASON_OTHER_TEXT,I,i1f20,I20POTXT,3354,1018,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
HIP_REASON_OTHER_TEXT,I,i1f20,I20POTXT,2336,2336,", CLOTHES, THICK JEANS, THICK PANTS, SOB UPON STANDING, PPT COULD NOT STAND AGAIN",non_numeric_coerced
HOSPITALIZATION2_DIAGNOSIS_CODE3,G,g3f83,G83H2CD3,184,184,,non_numeric_coerced
HOSPITALIZATION3_DIAGNOSIS_CODE1,G,g3f83,G83H3CD1,184,184,", X6",non_numeric_coerced
HOSPITALIZATION3_DIAGNOSIS_CODE2,G,g3f83,G83H3CD2,184,184,,non_numeric_coerced
HOSPITALIZATION3_DIAGNOSIS_CODE3,G,g3f83,G83H3CD3,184,184,,non_numeric_coerced
HOSP_ADMISSION_DATE_J,"J,J,J,J,J,J,J,J","j1f31,j1f31,j1f31,j1f31,j1f31,j1f31,j1f31,j1f31","J31HDT2,J31HDT3,J31HDT4,J31HDT5,J31HDT6,J31HDT7,J31HDT8,J31HDT9",9,8,"kept first varname per exam, dropped J31HDT2,J31HDT3,J31HDT4,J31HDT5,J31HDT6,J31HDT7,J31HDT8,J31HDT9",within_exam_dedup
HOSP_ADMISSION_DATE_J,J,j1f31,J31HDT1,NA,NA,,varname_not_found_anywhere
HOSP_COUNT_SINCE_LAST_UPDATE,J,j1f31,J31NTIMESM,NA,NA,,varname_not_found_anywhere
HOSP_DATE_DAY,D,dflwupt1,FYPDAY,NA,NA,,varname_not_found_anywhere
HOSP_DATE_DAY_A,B,bflwupt1,FY048PDA,4,1,"kept first varname per exam, dropped FY048PDA",within_exam_dedup
HOSP_DATE_DAY_A,A,aflwupt1,FY012PDA,NA,NA,,varname_not_found_anywhere
HOSP_DATE_DAY_A,B,bflwupt1,FY036PDA,NA,NA,,varname_not_found_anywhere
HOSP_DATE_DAY_A,C,cflwupt1,FY072PDA,NA,NA,,varname_not_found_anywhere
HOSP_DATE_MONTH,D,dflwupt1,FYPMONTH,NA,NA,,varname_not_found_anywhere
HOSP_DATE_MONTH_A,B,bflwupt1,FY048PMA,4,1,"kept first varname per exam, dropped FY048PMA",within_exam_dedup
HOSP_DATE_MONTH_A,A,aflwupt1,FY012PMA,NA,NA,,varname_not_found_anywhere
HOSP_DATE_MONTH_A,B,bflwupt1,FY036PMA,NA,NA,,varname_not_found_anywhere
HOSP_DATE_MONTH_A,C,cflwupt1,FY072PMA,NA,NA,,varname_not_found_anywhere
HOSP_NIGHTS_PER_STAY,"J,J,J,J,J,J,J,J","j1f31,j1f31,j1f31,j1f31,j1f31,j1f31,j1f31,j1f31","J31NUMN2,J31NUMN3,J31NUMN4,J31NUMN5,J31NUMN6,J31NUMN7,J31NUMN8,J31NUMN9",9,8,"kept first varname per exam, dropped J31NUMN2,J31NUMN3,J31NUMN4,J31NUMN5,J31NUMN6,J31NUMN7,J31NUMN8,J31NUMN9",within_exam_dedup
HOSP_NIGHTS_PER_STAY,J,j1f31,J31NUMN1,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_3D_LEFT_HEART_REASON_NO_IMAGE,I,i1f40,I403DLHRS,3186,3186,", NOT DONE DUE TO NONCOMPLIANCE, AFIB - IRREGULAR HEART RATE, POOR VISABILITY, TDS",non_numeric_coerced
IMAGE_COMPONENT_3D_RIGHT_HEART_REASON_NO_IMAGE,I,i1f40,I403DRHRS,3186,3186,", NOT DONE DUE TO NONCOMPLIANCE, AFIB - IRREGULAR HEART RATE, POOR VISABILITY, TDS",non_numeric_coerced
IMAGE_COMPONENT_APICAL4_2D_RIGHTHEART_OBTAINED,I,i1f40,I40APICAL2DRS,3186,3186,", UA, TDS, ATTEMPTED, ATTEMPTED- OFF-AXIS VIEW OBTAINED",non_numeric_coerced
IMAGE_COMPONENT_APICAL4_2D_RIGHTHEART_REASON_NO_IMAGE,I,i1f40,I40APICAL2DRRS,3186,3186,", TDS, POORLY VISUALIZED, NO VISUALIZATION, NO RV WINDOW AVAILABLE",non_numeric_coerced
IMAGE_COMPONENT_APICAL4_MV_COLOR_PW_CW_REASON_NO_IMAGE,I,i1f40,I40APICALCRS,3186,3186,", TDS, ATTEMPTED - OFF-AXIS VIEW WAVEFORM OBTAINED, NO AP VIEW, UNAVAILABLE",non_numeric_coerced
IMAGE_COMPONENT_APICAL4_MV_MMODE_REASON_NO_IMAGE,I,i1f40,I40APICALMRS,3186,3186,", DID NOT DO, TDS, ATTEMPTED, OFF-AXIS VIEW NOT OBTAINABLE",non_numeric_coerced
IMAGE_COMPONENT_APICAL4_PV_COLOR_PW_CW_REASON_NO_IMAGE,I,i1f40,I40APICALPVRS,3186,3186,", ATTEMPTED, NO VISUALIZATION, TDS, WEAK SIGNAL- HIGH PRF, TDS: ATTEMPTED",non_numeric_coerced
IMAGE_COMPONENT_APICAL4_TDI_REASON_NO_IMAGE,I,i1f40,I40APICALTDIRS,3186,3186,", DID NOT DO, UA, TDS, TDS LYING FLAT.",non_numeric_coerced
IMAGE_COMPONENT_APICAL_2CH_2D_REASON_NO_IMAGE,I,i1f40,I40AP22DRS,3186,3186,", UA, TDS, ATTEMPTED- NO 2CH VIEW AVAILABLE, NO ADEQUATE VISUALIZATION",non_numeric_coerced
IMAGE_COMPONENT_APICAL_3CH_DOPPLER_REASON_NO_IMAGE,I,i1f40,I40AP3DOPRS,3186,3186,", UA, TDS, DOPPLER TAKEN FROM APICAL 5-CHAMBERR, NO WINDOW AVAILABLE",non_numeric_coerced
IMAGE_COMPONENT_APICAL_3CH_LONGAXIS_REASON_NO_IMAGE,I,i1f40,I40AP3COLRS,3186,3186,", TAKEN AS STILLS, UA, DID NOT DO, TDS",non_numeric_coerced
IMAGE_COMPONENT_APICAL_3CH_MV_COLOR_REASON_NO_IMAGE,I,i1f40,I40AP2MVCRS,3186,3186,", UA, TDS, NO WINDOW AVAILABLE, NO ADEQUATE VISUALIZATION",non_numeric_coerced
IMAGE_COMPONENT_APICAL_REASON_NO_IMAGE,H,h4f40,H40APRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_APICAL_SPECKLE_REASON_NO_IMAGE,I,i1f40,I40APISPKRS,3186,3186,", TDS, NO INDENTIFIABLE 2CH, NO APICAL WINDOW AVAILABLE, COULD NOT GET STANDARD AP 4",non_numeric_coerced
IMAGE_COMPONENT_OTHER_REASON_NO_IMAGE,H,h4f40,H40OTHIMGRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_PLAX_COLOR_REASON_NO_IMAGE,H,h4f40,H40DOPRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_PLAX_COLOR_REASON_NO_IMAGE,I,i1f40,I40PLCRS,3186,3186,", DID NOT DO, TDS, LOW VIEW, ATTEMPT MADE, HEART ROTATION",non_numeric_coerced
IMAGE_COMPONENT_PLAX_MMODE_REASON_NO_IMAGE,I,i1f40,I40PLMRS,3186,3186,", OFF AXIS, NO LV OFF AXIS, NO LV - OFF AXIS, NO VISUALIZATION, ATTEMPTED",non_numeric_coerced
IMAGE_COMPONENT_PLAX_REASON_NO_IMAGE,H,h4f40,H40PLRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_PLAX_REASON_NO_IMAGE,I,i1f40,I40PL2DRS,3186,3186,", TDS, NO PARASTERNAL WINDOW - IMAGE TAKEN FROM SUBCOSTAL, HEART ROTATION, NO PARASTERNAL WINDOW--LIMITED SUBCOSTAL TAKEN",non_numeric_coerced
IMAGE_COMPONENT_PSAX_COLOR_REASON_NO_IMAGE,I,i1f40,I40PSAXCRS,3186,3186,", DID NOT DO, TDS, STILL CAPTURE STORED INSTEAD OF CLIP STORE, NO PARASTERNAL WINDOW",non_numeric_coerced
IMAGE_COMPONENT_PSAX_MMODE_REASON_NO_IMAGE,I,i1f40,I40PSAXMRS,3186,3186,", OFF AXIS, LV M-MODE NO VISUALIZATION, TDS, OMITTED LV IN MODE, OBTAINED AV/LA",non_numeric_coerced
IMAGE_COMPONENT_PSAX_REASON_NO_IMAGE,H,h4f40,H40PSAXRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_PSAX_REASON_NO_IMAGE,I,i1f40,I40PSAX2DRS,3186,3186,", TDS, STILL CAPTURE STORED INSTEAD OF CLIP STORE, ATTEMPT MADE, NO PARASTERNAL VIEW, TAKEN AS STILLS",non_numeric_coerced
IMAGE_COMPONENT_PSAX_SPECKLE_REASON_NO_IMAGE,H,h4f40,H40PSSPKRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_PSAX_SPECKLE_REASON_NO_IMAGE,I,i1f40,I40PSSPKRS,3186,3186,", TDS, POOR VISUALIZATION, NO LV- MID AND APEX VISUALIZATION AVAILABLE, NO PARASTERNAL WINDOW",non_numeric_coerced
IMAGE_COMPONENT_SPECKLE_LIVE_4CH_REASON_NO_IMAGE,I,i1f40,I40SPTRL4CHRS,3186,3186,", TDS, NO ENDOCARDIAL VISUALIZATION, COULD NOT GET STANDARD AP 4, POOR WINDOW WITH NO VISUALIZATION",non_numeric_coerced
IMAGE_COMPONENT_SPECKLE_LIVE_PSAX_REASON_NO_IMAGE,I,i1f40,I40SPTRLPSAXRS,3186,3186,", UA, NO ENDOCARDIAL VISUALIZATION, TDS, NO VISUALIZATION",non_numeric_coerced
IMAGE_COMPONENT_TAPSE_REASON_NO_IMAGE,H,h4f40,H40TAPSERS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_TAPSE_REASON_NO_IMAGE,I,i1f40,I40AP4TAPSERS,3186,3186,", DID NOT DO, POOR VISUALIZATION, TDS, ATTEMPTED - COULD NOT CAPTURE SIGNAL.",non_numeric_coerced
IMAGE_COMPONENT_TDI_REASON_NO_IMAGE,H,h4f40,H40TDIRS,NA,NA,,varname_not_found_anywhere
IMAGE_COMPONENT_TV_COLOR_REASON_NO_IMAGE,I,i1f40,I40AP4TVCRS,3186,3186,", TDS, POORLY VISUALIZED, NO VISUALIZATION, ATTEMPTED",non_numeric_coerced
IMAGE_COMPONENT_TV_CW_DOPPLER_REASON_NO_IMAGE,I,i1f40,I40AP4TVWRS,3186,3186,", TDS, POORLY VISUALIZED, NO VISUALIZATION, NO VISUALIZATION OF TRICUSPID VALVE WAVEFORM",non_numeric_coerced
MMODE_QUALITY_TYPE,H,h10echo,HMMODEQCT,3474,3474,", B, T",non_numeric_coerced
MMODE_QUALITY_TYPE,I,i5echo,IMMODEQCT,3184,3184,"B, T, ",non_numeric_coerced
MRI_3DT1_NOT_OBTAINED_REASON,H,h3f92v2,H923DT1RESN,NA,NA,,varname_not_found_anywhere
MRI_3DT1_NOT_OBTAINED_REASON,I,i1f92b,I923DT1RESN,663,663,", MODERATE MOVEMENT, WILL RE-RUN, SECOND TI LOOKS BETTER, MILD TO MODERATE MOVEMENT, RERAN, MAJOR MOVEMENT, WILL RE-RUN, MODERATE MOVEMENT, WILL RE-RUN",non_numeric_coerced
MRI_3DT2_NOT_OBTAINED_REASON,H,h3f92v2,H923DT2RESN,NA,NA,,varname_not_found_anywhere
MRI_3DT2_NOT_OBTAINED_REASON,I,i1f92b,I923DT2RESN,663,663,", MOTION, SIGNIFICANT MOVEMENT, WILL RE-RUN IF TIME, MINOR MOVEMENT, SOME MOVEMENT, WILL NOT RE-RUN",non_numeric_coerced
MRI_3D_FLAIR_NOT_OBTAINED_REASON,H,h3f92v2,H923DFLRESN,NA,NA,,varname_not_found_anywhere
MRI_3D_FLAIR_NOT_OBTAINED_REASON,I,i1f92b,I923DFLRESN,663,663,", HEAD WRAP OF NOSE INTO BACK OF HEAD, MOTION, HEAD WRAP, SLIGHT HEAD WRAP OF NOSE INTO [ILLEGIBLE WORD]",non_numeric_coerced
MRI_ASL_CALIBRATION_NOT_OBTAINED_REASON,H,h3f92v2,H92ASLCARESN,NA,NA,,varname_not_found_anywhere
MRI_ASL_CALIBRATION_NOT_OBTAINED_REASON,I,i1f92b,I92ASLCARESN,663,663,", UNABLE TO COMPLETE SCAN DUE TO TIME RESTRICTIONS, NA, CAN'T GET PULSE THROUGH NAIL POLISH, NOT PART OF THIS STUDY",non_numeric_coerced
MRI_ASL_NOT_OBTAINED_REASON,H,h3f92v2,H92ASLRESN,NA,NA,,varname_not_found_anywhere
MRI_ASL_NOT_OBTAINED_REASON,I,i1f92b,I92ASLRESN,663,663,", UNABLE TO COMPLETE SCAN DUE TO TIME RESTRICTIONS, ""                    "", A LITTLE MOVEMENT, PT WANTED OUT",non_numeric_coerced
MRI_BOLD_RESTING_NOT_OBTAINED_REASON,H,h3f92v2,H92BOLDRESTRESN,NA,NA,,varname_not_found_anywhere
MRI_BOLD_RESTING_NOT_OBTAINED_REASON,I,i1f92b,I92BOLDRESTRESN,663,663,", UNABLE TO COMPLETE SCAN DUE TO TIME RESTRICTIONS, SOME MINOR MOVEMENT, SHOULD BE OKAY, MILD  MOVEMENT, MILD MOVEMENT",non_numeric_coerced
MRI_CLINICAL_ALERT_DESCRIPTION,H,h3f92v2,H92ALTDESC,NA,NA,,varname_not_found_anywhere
MRI_DTI_NOT_OBTAINED_REASON,H,h3f92v2,H92DTI1RESN,NA,NA,,varname_not_found_anywhere
MRI_DTI_NOT_OBTAINED_REASON,I,i1f92b,I92DTI1RESN,663,663,", SECOND RUN DTI LOOKS GOOD, MAY HAVE LOST SUPERIOR ASPECT OF CORTEX, SEVERE MOVEMENT. NO TIME TO RE-RUN, A FEW DROPPED DUE TO MOVEMENT",non_numeric_coerced
MRI_DTI_REPEAT_NOT_OBTAINED_REASON,H,h3f92v2,H92DTI2RESN,NA,NA,,varname_not_found_anywhere
MRI_DTI_REPEAT_NOT_OBTAINED_REASON,I,i1f92b,I92DTI2RESN,663,663,", MAY HAVE LOST SUPERIOR ASPECT OF CORTEX, PARTIALLY COMPLETED, A FEW DROPPED DUE TO MOVEMENT, MOTION - SNORING-WOULD NOT STAY AWAKE",non_numeric_coerced
MRI_NOT_TRANSMITTED_REASON,I,i1f92b,I92NOTRSP,663,663,,non_numeric_coerced
MRI_SITE_COMMENTS,H,h3f92v2,H92SITCOM,NA,NA,,varname_not_found_anywhere
MRI_SITE_COMMENTS,I,i1f92b,I92SITCOM,663,663,", PATIENT HAD TO GO TO RESTROOM.  HAD TO RUN ANOTHER LOCALIZER, T1 & DTIS.  INCLUDED FIRST & SECOND LOCALIZERS, SECOND T1, T2S, AND SECOND DTI PAIR IN UPLOAD, ABNORMALITY IN FALX, SUPERIOR TO CORPUS COLLOSUM. FEW HIGH SIGNAL T1 SPOTS ON LEFT SUP FRONTAL GYRUS, TROUBLE STAYING AWAKE, 3.BREATH HOLD COMPLIANT - 4  3.OTHER - SWI",non_numeric_coerced
MRQC_COMMENTS,"I,I","i1f92c,i1f92c","I92MRICOM2,I92MRQCCOM",4,2,"kept first varname per exam, dropped I92MRICOM2,I92MRQCCOM",within_exam_dedup
MRQC_COMMENTS,H,h3f92v2,H92MRQCCOM,NA,NA,,varname_not_found_anywhere
MRQC_COMMENTS,I,i1f92c,I92BMRICOM,663,663,", REASON FOR EDC DELAY: FORM 92C NEEDED REVISION AND FORM HAS BEEN REVISED BY THE CC AND DATA ENTRY COMPLETED., PARTICIPANT WAS UNABLE TO COMPLETE MRI STUDY.  PATIENT MOTION ON STRUCTURAL SEQUENCES.  POOR IMAGE QUALITY.  MA ACCEPTABLE FOR ANALYSIS., NON-SPECIFIC WHITE MATTER DISEASE; POSSIBLE 2-3 INFERIORLY/ MEDIALLY DIRECTED ANEURYSM ARISING FROM HE RIGHT SUPRACLINOID INTERNAL CAROTID ARTERY NEAR THE ORIGIN OF THE RIGHT PCOM, RECOMMEND FUTHER EV, NORMAL BRAIN MRI",non_numeric_coerced
PLASMA_LPA_MGDL,C,c1lpa,CL6LPA,NA,NA,,varname_not_found_anywhere
PLAX_QUALITY_TYPE,H,h10echo,HPLXQCT,3474,3474,", B, T",non_numeric_coerced
PLAX_QUALITY_TYPE,I,i5echo,IPLXQCT,3184,3184,"B, , T",non_numeric_coerced
PROCEDURE_DATE,"J,J,J,J,J,J,J,J","j1f31,j1f31,j1f31,j1f31,j1f31,j1f31,j1f31,j1f31","J31PDT2,J31PDT3,J31PDT4,J31PDT5,J31PDT6,J31PDT7,J31PDT8,J31PDT9",9,8,"kept first varname per exam, dropped J31PDT2,J31PDT3,J31PDT4,J31PDT5,J31PDT6,J31PDT7,J31PDT8,J31PDT9",within_exam_dedup
PROCEDURE_DATE,J,j1f31,J31PDT1,NA,NA,,varname_not_found_anywhere
PROCESSING_TIME_BY_COLLECTION,"C,C","c1f39,c1f39","C39PTIM2,C39PTIM3",3,2,"kept first varname per exam, dropped C39PTIM2,C39PTIM3",within_exam_dedup
PROCESSING_TIME_BY_COLLECTION,C,c1f39,C39PTIM1,1105,783,"15:10:00, 14:35:00, 15:04:00, 16:30:00, 14:45:00",non_numeric_coerced
REVIEW_PRIOR_Y25_FORM40_REASON_NO_REVIEW,I,i1f40,I40CSREVX,3186,3186,", DONE AT ANOTHER SITE.  NOT VIEWABLE IN MPLS., PPT FROM MINNESOTA, ALABAMA PPT, PARTICIPANT SEEN AT OTHER SITE",non_numeric_coerced
SAMPLE1_TIME_CLOCK,F,f4scort,FLHS1TM,811,810,"06:00:00, 05:00:00, 06:30:00, 05:30:00, 06:15:00",non_numeric_coerced
SAMPLE2_TIME_CLOCK,F,f4scort,FLHS2TM,811,808,"06:45:00, 05:45:00, 07:15:00, 06:56:00, 06:48:00",non_numeric_coerced
SAMPLE3_TIME_CLOCK,F,f4scort,FLHS3TM,811,810,"08:53:00, 07:30:00, 08:30:00, 09:05:00, 08:45:00",non_numeric_coerced
SAMPLE4_TIME_CLOCK,F,f4scort,FLHS4TM,811,809,"14:00:00, 13:00:00, 14:16:00, 14:34:00, 14:05:00",non_numeric_coerced
SAMPLE5_TIME_CLOCK,F,f4scort,FLHS5TM,811,804,"18:05:00, 17:10:00, 18:03:00, 18:30:00, 17:45:00",non_numeric_coerced
SAMPLE6_TIME_CLOCK,F,f4scort,FLHS6TM,811,792,"22:43:00, 00:05:00, 21:55:00, 23:00:00, 22:00:00",non_numeric_coerced
SAX_QUALITY_TYPE,H,h10echo,HSAXQCT,3474,3474,", B, T",non_numeric_coerced
SAX_QUALITY_TYPE,I,i5echo,ISAXQCT,3184,3184,"B, , T",non_numeric_coerced
STRESS_EVENT_START_TIME,F,f1mood,FHL13IIIBT,814,724,"09:20:00, 07:30:00, 16:55:00, 14:15:00, 12:30:00",non_numeric_coerced
TIME_FALL_ASLEEP,F,f1mood,FHL041T,814,810,"23:50:00, 00:15:00, 22:20:00, 22:15:00, 23:30:00",non_numeric_coerced
TIME_LAST_ATE,A,a4f05,A05TMEAT,5114,5098,"20:00:00, 21:30:00, 21:00:00, 20:30:00, 18:30:00",non_numeric_coerced
TIME_LAST_ATE,B,b2f05,B05TMEAT,4623,4583,"20:00:00, 21:00:00, 19:00:00, 22:10:00, 20:25:00",non_numeric_coerced
TIME_LAST_ATE,C,c1f05,C05TMEAT,4351,4334,"20:30:00, 22:00:00, 19:30:00, 21:00:00, 16:00:00",non_numeric_coerced
TIME_LAST_ATE,D,d1f05a,D05TMEAT,4085,4044,"19:00:00, 20:00:00, 19:30:00, 21:30:00, 21:00:00",non_numeric_coerced
TIME_LAST_ATE,E,e1f05,E05TMEAT,3949,3926,"20:30:00, 20:00:00, 21:30:00, 18:15:00, 20:50:00",non_numeric_coerced
TIME_LAST_ATE,F,f1f05,F05TMEAT,3671,3639,"23:00:00, 21:55:00, 20:25:00, 20:20:00, 09:15:00",non_numeric_coerced
TIME_LAST_ATE,G,g4f05,G05TMEAT,3535,3459,"19:00:00, 18:45:00, 19:30:00, 20:00:00, 22:00:00",non_numeric_coerced
TIME_LAST_ATE,H,h3f05,H05TMEAT,3487,3483,"19:30:00, 19:00:00, 21:00:00, 20:10:00, 19:05:00",non_numeric_coerced
TIME_LAST_ATE,I,i1f05,I05TMEAT,3355,3353,"07:00:00, 20:00:00, 21:00:00, 23:00:00, 18:45:00",non_numeric_coerced
TIME_LAST_ATE,J,j1f05,J05TMEAT,2118,2113,"20:30:00, 19:00:00, 17:00:00, 11:00:00, 16:00:00",non_numeric_coerced
TIME_LAST_CAFFEINE,E,e1f53,E53CAFTM,3949,137,"08:30:00, 22:00:00, 15:00:00, 07:30:00, 14:30:00",non_numeric_coerced
TIME_LAST_SMOKED,E,e1f53,E53CIGTM,11,1,"kept F02, dropped F53",cross_family_dedup
TIME_LAST_SMOKED,A,a4f02,A02TMSMK,NA,NA,,varname_not_found_anywhere
TIME_LAST_SMOKED,B,b3f02,B02TMSMK,NA,NA,,varname_not_found_anywhere
TIME_LAST_SMOKED,C,c1f02,C02TMSMK,4351,1443,"19:30:00, 09:20:00, 10:00:00, 23:30:00, 20:00:00",non_numeric_coerced
TIME_LAST_SMOKED,D,d1f02,D02TMSMK,4085,1105,"21:00:00, 08:25:00, 22:00:00, 08:15:00, 07:30:00",non_numeric_coerced
TIME_LAST_SMOKED,E,e1f02,E02TMSMK,3949,1042,"09:45:00, 09:30:00, 07:30:00, 08:00:00, 06:30:00",non_numeric_coerced
TIME_LAST_SMOKED,F,f1f02,F02TMSMK,3671,828,"22:00:00, 08:50:00, 20:30:00, 06:30:00, 07:00:00",non_numeric_coerced
TIME_LAST_SMOKED,G,g3f02,G02TMSMK,3547,636,"07:15:00, 08:00:00, 06:45:00, 06:00:00, 06:30:00",non_numeric_coerced
TIME_LAST_SMOKED,H,h3f02v2,H02TMSMK,3496,3496,"12:00:02, 07:30:00, 10:30:00, 09:30:00, 06:45:00",non_numeric_coerced
TIME_LAST_SMOKED,I,i1f02,I02TMSMK,3358,529,"10:30:00, 08:55:00, 07:30:00, 08:45:00, 10:00:00",non_numeric_coerced
TIME_LAST_SMOKED,J,j1f02,J02TMSMK,2125,247,"10:00:00, 06:00:00, 07:00:00, 04:00:00, 01:00:00",non_numeric_coerced
TIME_OF_ECG,D,d3f22,D22TMECG,2982,2828,"12:45:00, 12:20:00, 11:05:00, 11:31:00, 12:22:00",non_numeric_coerced
TIME_OF_ECG,G,g3f22,G22TMECG,2890,2890,"12:41:00, 16:20:00, 01:50:00, 00:00:00, 13:14:00",non_numeric_coerced
TIME_OUT_OF_BED_CLOCK,E,e1f51,E51BDTIM,3949,3528,"07:30:00, 09:30:00, 04:00:00, 06:30:00, 08:00:00",non_numeric_coerced
TIME_OUT_OF_BED_CLOCK,F,f1f51,F51BDTIM,3671,3302,"06:00:00, 05:45:00, 07:30:00, 06:20:00, 05:50:00",non_numeric_coerced
TIME_OUT_OF_BED_CLOCK,G,g3f51,G51BDTIM,3537,3463,"05:30:00, 06:30:00, 07:15:00, 07:00:00, 07:30:00",non_numeric_coerced
TIME_OUT_OF_BED_CLOCK,J,j1f51,J51BDTIM,2115,2090,"07:30:00, 06:00:00, 04:30:00, 08:00:00, 05:30:00",non_numeric_coerced
TIME_SALIVA_SAMPLE2,F,f1mood,FHL061T,814,795,"20:45:00, 23:30:00, 19:35:00, 19:15:00, 19:00:00",non_numeric_coerced
TIME_SALIVA_SAMPLE3,F,f1mood,FHL071T,814,796,"20:45:00, 23:30:00, 19:35:00, 19:15:00, 19:00:00",non_numeric_coerced
TIME_SALIVA_SAMPLE4,F,f1mood,FHL081T,814,799,"12:30:00, 10:30:00, 11:30:00, 11:00:00, 10:15:00",non_numeric_coerced
TIME_SALIVA_SAMPLE5,F,f1mood,FHL091T,814,789,"16:20:00, 16:30:00, 12:30:00, 11:30:00, 17:00:00",non_numeric_coerced
TIME_SALIVA_SAMPLE6,F,f1mood,FHL101T,814,783,"21:30:00, 19:00:00, 18:15:00, 19:30:00, 17:00:00",non_numeric_coerced
TIME_SINCE_LAST_MEAL_VALUE,A,a7f22,A22PXML,5114,4760,"00:00:00, 03:30:00, 03:00:00, 16:30:00, 03:15:00",non_numeric_coerced
TIME_SINCE_LAST_MEAL_VALUE,D,d3f22,D22PXML,2982,2830,"10:30:00, 09:49:00, 10:14:00, 09:20:00, 09:42:00",non_numeric_coerced
TIME_SINCE_LAST_MEAL_VALUE,G,g3f22,G22PXML,2890,2890,"11:00:00, 10:00:00, 09:30:00, 00:00:00, 12:00:00",non_numeric_coerced
TIME_URINE_COLLECTED_CLOCK,E,e1f51,E51CTIM,3949,3535,"11:33:00, 12:01:00, 10:05:00, 10:00:00, 10:45:00",non_numeric_coerced
TIME_URINE_COLLECTED_CLOCK,F,f1f51,F51CTIM,3671,3320,"09:30:00, 11:35:00, 10:58:00, 10:40:00, 11:37:00",non_numeric_coerced
TIME_URINE_COLLECTED_CLOCK,G,g3f51,G51CDTIM,3537,3434,"07:34:00, 08:30:00, 09:00:00, 11:00:00, 08:10:00",non_numeric_coerced
TIME_URINE_COLLECTED_CLOCK,J,j1f51,J51CDTIM,2115,2092,"10:33:00, 08:40:00, 08:29:00, 11:25:00, 10:40:00",non_numeric_coerced
TIME_WAKE_UP_SALIVA1,F,f1mood,FHL042T,814,811,"05:57:00, 04:58:00, 06:00:00, 06:30:00, 05:58:00",non_numeric_coerced
URINE_COLLECTION_END_TIME,E,e1f53,E53URETM,3949,230,"11:30:00, 14:00:00, 13:50:00, 14:15:00, 16:05:00",non_numeric_coerced
URINE_COLLECTION_START_TIME,E,e1f53,E53URBTM,3949,235,"14:30:00, 14:00:00, 14:15:00, 16:00:00, 13:50:00",non_numeric_coerced
URINE_FLUSH_ACTUAL_START_TIME,F,f1mood,FHL17A1T,814,806,"17:58:00, 17:20:00, 19:10:00, 19:25:00, 17:45:00",non_numeric_coerced
URINE_FLUSH_ACTUAL_STOP_TIME,F,f1mood,FHL17B1T,814,808,"06:00:00, 05:40:00, 06:13:00, 05:00:00, 06:45:00",non_numeric_coerced
URINE_FLUSH_PLANNED_START_TIME,F,f1mood,FHL15V1T,814,810,"19:00:00, 18:00:00, 19:15:00, 17:30:00, 21:00:00",non_numeric_coerced
URINE_FLUSH_PLANNED_STOP_TIME,F,f1mood,FHL15V2T,814,810,"07:00:00, 06:00:00, 07:15:00, 05:30:00, 09:00:00",non_numeric_coerced
URINE_RETURN_TIME_BY_COLLECTION,"C,C","c1f39,c1f39","C39RTIM2,C39RTIM3",3,2,"kept first varname per exam, dropped C39RTIM2,C39RTIM3",within_exam_dedup
URINE_RETURN_TIME_BY_COLLECTION,C,c1f39,C39RTIM1,1105,792,"10:25:00, 09:30:00, 14:55:00, 10:55:00, 12:30:00",non_numeric_coerced
URINE_SAMPLE_SLEEP_TIME_PREV_NIGHT,F,f1mood,FHL183T,814,793,"23:20:00, 00:00:00, 23:10:00, 23:05:00, 22:15:00",non_numeric_coerced
URINE_SAMPLE_WAKE_TIME,F,f1mood,FHL182T,814,793,"06:00:00, 05:30:00, 06:10:00, 05:00:00, 05:20:00",non_numeric_coerced
USUAL_WAKE_TIME,F,f1mood,FHL12IIT,814,805,"06:30:00, 06:08:00, 05:50:00, 06:00:00, 07:30:00",non_numeric_coerced
VIGOROUS_EXERCISE_START_TIME,F,f1mood,FHL124AT,814,145,"10:30:00, 19:30:00, 18:00:00, 20:00:00, 17:40:00",non_numeric_coerced
WAKE_TIME_CLOCK,F,f4scort,FLHWKTM,811,810,"05:57:00, 04:58:00, 06:00:00, 06:30:00, 05:58:00",non_numeric_coerced
ARTERIAL_COMPLIANCE_SUBSTUDY_COMMENTS,E,e1f40,E40ACOMX,NA,NA,,varname_not_found_anywhere
ATRIAL_FIBRILLATION_HOSPITALIZATION,J,j1f31,J31IRRHOSM,NA,NA,,varname_not_found_anywhere
ATRIAL_FIBRILLATION_OR_IRREGULAR_HEARTBEAT,J,j1f31,J31IRRM,NA,NA,,varname_not_found_anywhere
